switch,5
module,5
architecture,17
homogeneous,5
3d,24
fpgas,22
novel,48
synthesis,42
algorithm,98
reversible,22
circuits,27
rulebased,2
optimization,92
behavior,182
substitutionbased,3
circuit,18
algorithms,39
investigation,344
improvement,47
fpgabased,4
model,152
emulation,4
quantum,35
reconfigurable,15
hardware,9
ip,4
address,2
lookup,5
cyclebased,4
logic,23
moving,21
forward,5
nonsearch,3
based,212
method,261
toward,4
efficient,38
cnotbased,6
reducing,21
reconfiguration,5
time,52
computing,14
systems,99
integrated,23
temporal,9
partitioning,3
physical,25
design,150
framework,9
functional,6
unit,11
adaptive,36
dynamic,97
extensible,5
processor,5
neutralizing,1
designforhardwaretrust,1
technique,27
latchbased,1
structure,50
high,43
resolution,4
selfreference,1
trojan,4
detection,47
algebraic,3
characterization,14
applications,19
cellular,9
learning,13
automata,7
evolutionary,8
claec,2
intrinsic,3
evolution,8
improving,21
latency,3
gate,8
exchanging,2
multidomain,3
clock,8
skew,6
schedulingaware,2
register,2
placement,15
optimize,2
distribution,58
network,54
heterogeneous,4
parallel,21
implementation,17
fpga,11
box,6
mitigate,4
bridging,1
short,5
faults,4
srambased,3
speed,17
serpent,1
hierarchical,6
layout,8
generation,24
fast,18
transformationbased,2
evaluation,149
thorough,3
set,7
metrics,7
sharedpprm,2
memoryefficient,2
representation,4
boolean,3
functions,14
power,95
consumption,13
routing,27
vmap,2
variation,16
mapaware,2
leakage,8
reduction,44
analytical,57
approach,87
pathbased,2
buffer,10
insertion,9
multilevel,2
block,5
planning,30
large,21
geometrybased,2
signal,8
shifting,4
oneway,11
computation,17
measurement,18
patterns,6
extracting,3
performance,191
timing,12
yield,14
enhancement,18
using,559
highwayonchip,2
space,7
exploration,1
coarse,8
grain,4
accelerator,2
congestion,22
prediction,53
metric,7
definition,3
estimation,43
stepwise,1
refinement,3
floorplanning,2
designs,5
owqs,2
simulator,5
process,79
effect,337
multiple,21
configurations,5
decoderbased,1
soft,18
errors,2
contour,3
plotting,3
deslike,1
neural,44
problem,18
aging,3
mitigation,7
considering,51
delay,18
temperature,43
gowqs,2
graphbased,3
protection,7
active,24
authentication,4
acceleration,4
ston,1
comparing,9
proteins,1
estimating,11
resources,5
simultaneous,20
sizing,9
scheduling,18
statistical,20
proposing,11
estimate,5
reduce,10
crosstalk,2
vlsi,3
implementing,1
cipher,1
true,3
routers,4
intelligence,7
interconfiguration,2
memory,13
usage,10
kohonen,3
map,6
regular,5
exact,4
nqubit,2
diagonal,4
ring,9
gates,8
clifford,2
matsuoka,1
parameters,102
tuning,3
area,18
fault,26
tolerance,2
tsv,3
resource,10
input,10
pad,1
replication,1
chip,6
master,4
methodology,19
improve,25
closure,6
complexity,3
management,35
ultra,3
chips,2
multiobjective,12
nontree,2
uncertainty,12
incorporating,5
scheme,13
retiming,3
shortcut,2
rectilinear,1
selforganising,1
networks,39
indexes,4
decomposition,6
hermitian,3
multiplecontrolled,1
pauli,1
targeting,1
pattern,14
cost,17
improved,23
early,2
floorplacement,2
flow,157
quantumlogic,1
architectures,4
bitstream,1
compression,21
modifying,2
utilizing,12
enhanced,4
abstract,2
only,1
net,2
ordering,1
librarybased,2
study,326
efficiency,17
pathdelay,1
fingerprinting,1
netlist,3
modifications,1
static,29
compilation,1
analyze,2
fluxbalanced,2
pathways,2
metabolic,2
mitigating,2
decoding,2
configuration,6
bits,1
boxes,1
computer,13
simulation,163
multigigabit,2
switching,8
metroonchip,2
routability,2
system,124
analysis,346
predictability,2
highwaysonchip,2
prototyping,2
globally,1
asynchronous,4
locally,2
synchronous,5
commercial,3
hostindependent,2
coprocessor,2
speech,4
coding,3
heuristic,3
level,14
decimal,2
arithmetic,2
systemc,1
hybrid,49
hardwaresoftware,2
efmethernet,1
new,89
manager,2
enhance,5
quality,14
service,3
voip,1
locationbased,1
challenges,1
big,1
data,30
mobile,10
cloud,5
response,49
bandwidth,1
allocation,11
converged,2
epon,1
wimax,1
icn,1
sessions,1
table,8
contents,4
overview,1
microgrid,8
methods,35
factors,23
involved,1
ac,12
field,53
arbitrary,3
liftoff,2
distance,7
size,14
long,11
surfacebreaking,1
cracks,14
ferrous,1
metals,11
thinskin,1
interaction,42
arbitraryshape,1
inducer,1
ferromagnetic,1
densitybased,1
fuzzy,56
clustering,6
nondestructive,2
defects,5
materials,27
alignment,2
surface,88
